8782,9866
4706,7592
8292,6754
9893,4179
8982,8303
5528,9341
865,8386
2215,5735
7183,217
824,2107
2457,5182
8309,3869
6870,2524
8500,7504
644,9121
2036,9077
3922,3071
7622,606
3287,2701
7174,8720
867,1755
8964,7895
961,2643
9843,5651
9733,8250
7166,9728
1863,7125
4354,9524
8044,9449
6636,2482
270,3418
7231,7435
4488,2901
1746,6964
3199,5274
7892,8274
4784,7761
1117,418
8306,7742
8930,6517
3048,6014
2740,5865
3590,5329
8598,819
1500,4770
8089,7351
7748,2689
6630,4586
2132,3649
24,1007
8625,2253
8339,1966
2272,4534
1109,9059
474,4024
2903,194
5147,8891
7775,3032
4711,3060
9078,6636
4010,1739
113,4245
4746,7848
4542,2725
5436,55
4141,7971
6767,9082
8200,759
5336,1406
8689,2398
2587,6037
342,461
3076,5122
1491,7489
5119,9508
9973,981
3258,1689
7878,4574
228,340
6906,8896
3986,1962
9381,2420
6910,4101
1863,8465
1644,9515
9317,3622
7867,9961
6996,6650
8164,3321
4308,8042
8627,6596
5880,2369
2111,8752
3790,4487
871,4345
7359,4480
4938,2702
772,5445
5251,5107
7266,256
4208,9796
2405,7648
4125,7129
597,9037
2114,4356
5334,6277
6102,4391
2386,2453
1806,3859
3819,8035
2550,3164
4432,440
2250,3720
9886,9883
7393,5542
1968,3336
2647,6427
2900,6048
8598,4135
5707,8330
2064,5110
4813,4791
8124,6115
9495,6644
8698,1223
9730,5800
9572,6879
6865,5308
8388,1980
9399,6058
1020,3
6610,3918
7174,9220
7912,922
488,5272
556,6918
9059,3108
4429,3332
2377,2555
5132,1394
4392,1263
1976,280
8631,8664
6407,817
6956,2669
9123,134
4472,9502
3982,9190
1328,4309
8436,3874
4681,4513
6604,6916
7390,3826
5402,5632
7857,7027
9732,643
3084,5328
2943,5800
1314,6009
6965,6745
504,3871
741,291
1033,8748
2648,2066
9322,1055
4363,9339
4795,628
94,1865
7335,8866
791,1326
2872,2446
8900,9867
2409,2142
7355,716
2410,3303
9360,5050
6410,8295
3075,3620
756,4943
626,8920
376,1736
9058,5850
5780,1735
6342,1447
1471,8715
1946,8692
2563,6242
8223,4703
4084,5227
194,359
2993,2167
7963,2392
9030,9673
5231,5438
5419,492
5667,9275
3885,2980
6398,4227
3959,4988
7769,4580
2637,1759
9157,1524
3988,4674
7913,2
5345,6526
7,9711
253,3947
1050,5589
8033,2696
3807,8373
4676,3576
1788,6719
1710,790
81,6538
2024,9225
4794,6339
1683,594
6462,7650
6017,4866
5959,7929
3012,6521
7038,7622
7633,6329
6690,4535
8399,9257
2565,9405
6962,8037
2419,2601
4815,6515
2576,1986
668,3696
1293,5017
5238,2841
3351,9012
2317,5558
9340,1895
5520,6912
6618,9009
7936,340
3286,2625
7556,2943
8054,7497
905,2089
8044,4587
3507,5454
3759,5329
5973,9751
2919,5849
3145,7352
2517,7836
6444,3554
7277,6960
1225,4264
8449,3059
5936,1471
4715,9112
2419,655
3926,2830
8669,8214
4090,9899
7440,5468
4594,4105
8985,4017
6331,8519
9553,4114
1676,2496
8147,7130
9965,8648
2917,9029
5605,1298
293,256
4708,3566
1681,2476
4025,1216
8851,2578
4145,4221
3671,6464
7677,9215
5499,1009
4126,4855
9218,363
7904,4177
7300,7026
5568,7411
358,7306
6731,5312
4977,9657
293,505
8002,555
7827,6467
7789,3183
5301,820
8271,2591
3891,7142
9919,7117
1491,8542
975,7688
6869,3110
3525,4270
9179,7862
6336,5276
6072,6098
2714,6512
2723,3293
2745,3407
1816,5243
305,3763
6123,756
7738,716
9450,7284
5689,1304
3967,9615
9261,877
9166,1010
2616,306
8145,8116
7097,1774
2222,3068
1570,7080
8401,3740
619,5709
2395,6075
4386,7232
1207,9649
5724,3500
9989,7275
5197,6373
8005,7326
7264,7629
1553,5096
6771,9234
5719,4034
867,2724
1074,209
7215,5701
820,9100
3211,4329
1090,5592
8004,6892
3900,1071
1466,1459
9639,8016
4495,8714
4265,8607
11,5549
7041,6317
6090,6946
5664,738
6178,8180
1128,23
1028,9322
2623,2992
3374,9846
3039,7974
6235,4362
3726,2723
7160,6916
7973,2103
9252,9418
1136,6791
7203,0
9073,8325
4127,5207
1537,7274
3692,6623
6515,6368
4821,4317
4086,3725
264,3496
9672,5129
4155,4317
210,5712
8810,4115
164,6547
3759,2249
2749,7817
572,1947
3622,659
5415,8851
572,4894
642,7548
761,7105
471,2817
6190,4661
6173,5012
4671,1172
7337,4203
6811,3915
2371,7701
2310,665
228,8267
1685,5626
9225,8417
773,7149
3383,763
6712,3888
7851,8332
8125,3629
3452,1210
7531,7518
7664,3054
7641,6557
7175,4391
3149,5366
6200,4654
5392,9197
7495,3780
9947,8812
1151,375
7872,3237
2257,1731
8358,6886
2057,2230
2034,2090
6698,988
8399,6764
262,3961
5787,6630
2875,2373
8157,4807
6909,9873
3446,8835
5548,4008
3683,5525
3778,384
1356,6512
4651,4432
2444,563
9873,651
3934,8794
4835,5403
8832,6945
6626,2153
6807,6196
4744,6457
6111,3665
6933,9938
6844,2559
9335,9130
642,7736
4341,3089
957,5346
5832,9588
7822,6651
2599,6562
35,2
1325,235
1938,1123
3689,612
6161,5674
8610,2678
3589,2953
4693,5927
7910,4804
3933,640
5963,2938
9181,1965
8935,8974
9340,8148
5903,9475
6302,8525
