9461,3918
519,7457
2345,2114
3523,9224
8507,6318
3125,2268
1185,6434
2909,757
9926,9014
4513,9292
210,4381
4552,2518
1385,5719
6097,6813
9549,6096
369,8345
4208,5574
4343,3165
9274,2920
4286,7470
1219,9081
255,6223
6749,1220
6143,8711
4945,9802
4204,1348
1237,6566
8528,9881
8679,770
224,3859
3289,6962
979,6777
9481,8286
2514,929
475,2606
5401,5120
5,9758
7271,6857
2023,8960
9687,279
4037,5504
4667,2470
6050,515
9906,8251
3578,9913
9399,3475
8764,4993
86,6089
4515,9851
4810,5010
480,2377
5608,9858
5878,3535
658,929
273,5050
3449,4296
8323,6061
2642,7973
7853,4118
5107,2319
7670,7679
7979,4195
555,1152
699,1068
1331,9377
2709,4001
4222,3853
975,5321
6170,5971
4996,5258
8289,454
5160,7390
8642,7396
6469,1302
2138,5780
7110,8969
2079,7304
5008,5909
1913,1170
760,5575
7933,1235
5733,2325
2183,9999
5635,5352
5540,5804
1537,2839
5114,3257
2936,4478
1412,9418
4040,8222
1533,18
3968,5645
8904,1738
5866,4398
4602,381
8337,4060
5893,5142
47,560
2353,8273
9000,3011
8649,8670
7373,4077
2160,6133
6877,9595
750,6595
5790,7806
8362,9026
1060,8160
3350,2806
6108,9314
5490,1044
5144,6097
6030,109
2183,6328
9599,2296
3040,6158
909,830
8651,5088
5319,6031
7196,8633
3107,482
1853,5149
5542,4617
4327,5861
4844,3075
1468,4613
6053,3483
9268,1962
7532,877
6081,6031
85,3161
2401,9550
6307,5552
3569,9363
4675,4235
1513,9580
1800,236
727,1933
6132,7884
2651,3409
4383,6803
8285,4202
1463,9718
7014,9337
581,6202
4193,3369
5816,3846
4575,806
3312,4919
353,8267
9176,6062
4902,7497
2305,6836
1170,1299
3112,2877
4999,3686
5331,762
3618,5447
7053,8200
3972,9316
5243,5415
3787,6012
570,1269
6557,8426
9735,8888
7601,3133
1483,9050
9242,7939
6497,14
2768,9763
3094,2610
1980,3546
5035,637
8624,7070
8954,1863
5202,3518
8339,1992
2851,9978
561,9800
623,9903
3790,8006
7971,7946
7775,6196
9766,5934
7661,528
7158,593
386,8125
1361,817
6253,4575
2428,8563
2113,5638
2866,9564
6576,9170
1885,7592
7295,533
1178,4712
6807,3254
2348,7289
5976,9569
7280,6111
8089,7963
5096,1665
2288,6244
1639,7661
9386,7605
7496,2924
9656,1625
1115,4016
4951,2568
4604,2330
2586,126
7073,6457
1334,8731
881,2157
2586,4371
6764,5801
6505,9302
3354,998
5557,7673
4036,9796
1833,627
2809,5611
1634,7508
9342,2864
6012,271
3590,3460
1045,121
409,3542
5360,5114
4612,1033
8745,8928
1501,1872
6320,7602
4640,8661
2339,1090
2683,8537
2604,2972
3939,2245
4052,8027
2705,9344
1554,5451
6477,4057
4853,7465
9045,8052
6505,3126
2234,8850
3145,394
1031,8776
2770,4150
1934,2
9984,9346
9441,2096
536,4948
6330,1582
4576,2402
3720,2130
7070,1727
54,3279
7772,1985
9242,4102
8693,7908
2711,252
9711,5703
4495,7622
7237,1539
440,2416
319,2588
6105,8078
6832,8545
9266,7226
4060,6701
2054,6284
5924,384
5718,7544
5087,4135
9178,1696
7847,4215
5854,746
7406,8106
4152,2813
1387,9536
4770,2757
100,6214
296,5222
1065,8116
3855,4621
2859,3920
7167,6321
7095,1137
1887,4088
6435,8734
5436,4519
8308,3460
2421,4050
1289,7062
2662,1473
7560,6207
9279,7075
931,3971
9681,9868
9879,7347
9812,5962
2961,8063
1976,6758
1836,5574
8726,4373
4555,5466
4001,5118
975,1582
6623,2726
9350,6689
7582,1383
5330,1012
2693,3023
2113,4007
1640,3556
4557,4434
4631,3910
9506,2415
3828,6413
9303,4277
9823,9857
2347,654
1407,6729
4878,9706
7343,7723
8697,941
9747,4530
3482,2228
9526,9181
8496,3717
8562,9939
1168,8132
6826,6869
6226,6274
8263,9372
4747,5663
9821,3986
7735,2272
8634,6140
6818,6444
